pXC50,AMW,C.,H.,Me
5.1,9.25,45.2,35.5,1.019
5.1,8.481,43.1,39.2,1.01
5.1,7.218,45.8,45.8,0.994
5.1,7.979,48.5,39.4,1.002
5.1,8.38,48.1,37.0,1.015
5.1,8.081,40.5,40.5,1.019
5.7,8.822,45.9,37.8,1.015
5.1,10.154,44.1,38.2,1.011
5.1,7.558,35.5,45.2,1.015
5.1,8.984,44.4,36.1,1.012
6.6,7.5,45.3,43.4,0.996
5.1,7.57,41.5,43.9,1.006
5.1,8.451,46.2,38.5,1.026
5.1,7.676,46.7,42.2,1.001
5.1,8.432,42.3,38.5,1.026
5.1,8.052,42.6,40.4,1.014
5.1,7.653,41.1,42.9,1.004
5.1,7.213,44.1,45.8,0.992
5.1,8.244,46.8,38.3,1.011
5.1,8.305,35.3,44.1,1.018
5.1,9.825,43.9,31.7,1.042
5.1,8.696,41.7,37.5,1.037
5.1,7.583,47.5,42.6,0.996
5.1,7.795,50.0,40.5,0.996
5.1,7.967,47.8,39.1,0.998
5.1,6.445,41.3,52.2,0.984
5.1,7.888,38.8,44.9,1.009
5.1,7.093,41.7,47.2,0.995
5.1,6.915,37.7,49.1,0.996
5.1,9.37,48.3,34.5,1.017
5.1,7.581,46.4,42.9,0.998
5.1,8.719,43.8,37.5,1.013
5.1,7.306,40.7,45.7,0.999
5.1,7.316,46.9,44.9,0.994
5.1,9.442,50.0,30.0,1.042
5.1,8.922,43.5,34.8,1.035
5.1,8.622,47.2,38.9,1.007
6.5,10.283,42.3,34.6,1.03
5.1,11.661,42.3,30.8,1.043
5.1,8.489,43.5,39.1,1.007
5.1,7.769,45.2,43.5,0.994
5.1,8.148,47.5,41.0,1.002
5.1,10.534,44.7,26.3,1.082
5.5,9.773,45.7,32.6,1.023
5.1,9.37,48.3,34.5,1.017
5.1,8.193,45.5,42.4,0.997
5.1,8.098,39.1,43.5,1.012
5.1,9.486,45.7,39.1,1.005
5.1,8.176,47.2,38.9,1.014
5.1,8.214,44.1,40.7,1.005
5.1,7.581,47.6,42.9,0.998
5.1,9.726,50.0,32.1,1.023
5.1,6.949,36.7,49.0,0.998
5.1,8.958,51.3,33.3,1.025
5.1,8.079,44.2,39.5,1.011
5.1,15.027,50.0,22.7,1.047
5.2,11.886,50.0,26.7,1.049
6.5,8.019,44.9,42.9,1.0
5.4,7.41,46.0,44.0,0.994
5.1,7.387,46.7,44.4,0.996
6.0,11.562,44.4,36.1,1.006
5.8,8.598,45.7,39.1,1.013
5.1,8.295,38.1,40.5,1.034
5.1,9.346,41.2,35.3,1.03
5.1,10.735,38.9,27.8,1.042
5.1,6.769,40.7,50.0,0.992
5.1,7.821,45.3,41.5,1.006
5.1,7.94,43.1,41.4,1.015
5.1,11.35,31.3,43.8,1.02
5.1,9.138,45.2,32.3,1.032
5.1,10.241,47.1,32.4,1.03
5.7,10.394,38.1,28.6,1.033
5.1,7.361,40.4,45.6,1.001
5.1,8.367,50.0,35.7,1.002
5.1,10.461,47.6,35.7,1.008
5.1,7.393,44.7,44.7,0.998
5.1,7.035,42.5,47.5,0.993
5.1,9.803,44.1,29.4,1.056
5.1,8.922,43.5,34.8,1.035
5.1,7.589,50.0,42.1,0.993
5.1,8.344,43.3,40.0,1.01
5.1,14.088,45.8,29.2,1.024
5.1,8.27,43.5,39.1,1.018
5.1,8.871,39.5,39.5,1.034
5.1,9.494,44.8,34.5,1.026
5.1,7.421,41.1,44.6,1.0
5.1,8.689,37.7,39.6,1.03
5.1,8.009,41.5,41.5,1.017
7.4,8.286,40.0,42.5,1.014
5.1,8.105,50.0,38.1,1.001
5.1,8.295,44.9,38.8,1.02
5.1,9.291,43.6,33.3,1.049
5.1,9.387,45.9,32.4,1.049
5.1,12.2,45.2,35.5,1.011
5.1,7.234,46.9,44.9,0.987
5.1,8.645,44.2,38.5,1.016
5.1,7.649,44.3,42.6,1.002
5.1,7.856,44.8,43.1,0.996
5.1,10.534,44.7,26.3,1.082
5.1,8.719,43.8,37.5,1.013
5.1,7.795,50.0,40.5,0.996
5.1,8.725,44.6,37.5,1.016
5.1,9.149,46.2,35.9,1.022
5.1,9.228,47.1,35.3,1.021
5.1,10.479,45.7,28.6,1.058
5.1,8.636,47.5,37.5,1.0
5.1,11.281,47.6,33.3,1.016
5.1,7.302,40.0,46.2,1.003
7.9,9.758,44.1,32.4,1.036
5.1,8.594,41.5,37.7,1.031
5.1,8.558,45.2,35.5,1.016
5.1,7.757,45.6,41.8,1.002
5.1,9.859,44.1,35.3,1.024
5.1,8.033,46.7,42.2,0.995
5.1,8.365,45.8,39.6,1.002
5.1,8.744,47.1,35.3,1.026
5.1,7.51,39.7,44.8,1.007
5.1,8.265,45.5,40.0,1.002
5.1,8.905,44.8,34.5,1.036
5.1,7.51,41.1,44.6,1.005
5.1,14.863,48.0,28.0,1.027
5.1,9.291,43.6,33.3,1.049
6.2,9.37,48.3,34.5,1.017
5.1,8.508,43.2,40.5,1.01
5.1,8.586,46.8,38.3,1.006
5.4,7.986,48.8,39.5,1.003
6.6,8.035,51.3,38.5,0.998
5.1,8.315,44.2,44.2,1.006
5.1,10.683,46.2,30.8,1.026
5.1,8.043,39.0,42.4,1.026
5.2,7.843,43.8,41.7,1.01
5.1,9.69,44.4,36.1,1.025
5.1,7.684,45.0,42.5,1.004
5.1,8.354,50.0,39.5,0.992
5.1,7.085,39.6,47.2,0.994
5.1,10.368,44.4,36.1,1.02
5.1,7.67,46.0,42.0,0.998
5.1,8.169,45.5,38.6,1.011
5.1,8.268,43.9,40.9,1.014
5.1,7.436,45.9,44.3,0.998
5.1,7.05,40.0,48.0,0.998
5.1,7.329,40.3,45.8,1.003
5.1,10.783,48.1,29.6,1.026
5.8,8.843,47.9,33.3,1.021
5.1,7.967,46.8,40.4,1.007
5.1,8.011,44.7,42.6,0.997
5.1,8.169,45.5,38.6,1.011
5.1,8.279,43.9,41.5,1.005
5.1,7.974,40.4,42.1,1.02
5.1,8.474,43.2,40.9,1.015
6.1,9.613,44.8,37.9,1.012
5.1,8.787,48.8,37.2,1.011
5.7,8.97,46.9,34.7,1.011
5.1,8.299,44.7,39.5,1.022
5.1,10.47,48.0,32.0,1.014
5.1,7.009,38.5,48.7,1.001
5.1,8.154,40.5,42.9,1.008
5.4,8.295,45.2,38.1,1.016
5.1,8.358,47.8,37.0,1.009
5.1,7.734,41.4,43.1,1.011
5.2,8.569,42.4,39.0,1.02
5.1,8.52,39.6,39.6,1.018
5.1,8.086,42.3,40.4,1.016
5.1,9.671,44.7,34.2,1.014
5.5,8.187,40.5,42.9,1.008
5.1,7.657,41.2,43.1,1.007
5.1,7.738,40.9,45.5,0.997
5.1,8.453,46.5,39.5,1.005
5.7,10.804,40.9,34.1,1.03
5.1,6.97,39.2,49.0,1.0
5.1,8.93,46.9,37.5,1.012
5.1,8.009,46.0,40.0,1.009
5.1,7.509,50.0,43.1,0.995
5.1,9.522,46.7,33.3,1.034
5.1,8.335,46.5,39.5,1.024
5.1,8.696,48.1,37.0,1.009
5.1,10.483,47.2,27.8,1.055
5.5,8.913,43.9,36.6,1.016
6.4,8.693,44.9,40.8,1.006
5.1,8.522,48.9,37.8,0.997
5.4,9.046,44.6,35.7,1.026
5.1,9.707,50.0,34.2,1.015
5.1,8.989,44.4,35.6,1.017
5.2,8.343,44.4,37.8,1.018
5.1,8.955,43.6,34.5,1.034
5.1,8.57,38.0,40.0,1.024
5.1,9.057,45.2,33.3,1.033
5.1,7.695,42.9,42.9,1.007
5.1,8.452,39.5,41.9,1.022
5.1,8.476,46.7,36.7,1.015
5.1,7.313,42.4,45.5,0.998
5.6,7.805,43.6,41.0,1.001
5.1,8.043,43.5,41.9,1.003
5.1,9.754,46.2,30.8,1.034
5.1,7.382,46.5,44.2,0.993
5.1,8.322,47.9,37.5,1.011
5.1,8.767,48.5,33.3,1.015
5.2,8.51,46.4,35.7,1.014
5.1,7.445,46.8,43.5,0.993
5.1,7.01,45.9,47.5,0.991
5.1,8.134,45.8,39.6,1.013
5.1,7.117,39.3,48.2,1.003
5.1,8.192,45.5,38.6,1.01
5.5,7.581,45.7,42.9,0.998
6.0,8.722,44.9,40.8,1.007
5.2,8.117,44.6,39.3,1.012
5.1,6.979,43.1,47.7,0.99
5.1,8.942,47.4,36.8,1.015
5.1,7.764,44.9,42.9,1.011
5.1,8.598,40.0,40.0,1.024
5.1,8.065,50.0,38.9,1.004
5.1,7.85,42.0,42.0,1.01
5.1,8.368,47.1,38.6,1.004
5.1,10.217,47.4,36.8,1.022
5.8,8.187,40.5,42.9,1.008
5.1,8.009,41.5,41.5,1.017
5.1,7.379,44.6,44.6,0.996
5.1,8.967,43.8,35.4,1.042
5.1,11.031,50.0,25.0,1.047
5.1,8.06,39.0,43.9,1.008
5.1,8.295,45.2,38.1,1.016
5.1,9.701,45.2,31.0,1.034
5.1,10.926,52.0,36.0,0.999
5.1,8.836,45.0,37.5,1.017
5.1,8.625,43.2,38.6,1.012
5.5,8.05,41.7,44.4,1.004
5.1,7.581,46.9,42.9,0.998
5.9,8.889,37.0,40.7,1.028
5.1,7.23,44.0,46.0,0.996
5.1,8.39,44.8,39.7,1.008
5.1,7.904,42.1,42.1,1.014
5.1,10.926,52.0,36.0,0.999
5.1,9.803,44.1,29.4,1.056
5.2,8.611,46.7,37.8,1.005
5.1,10.775,46.9,28.1,1.035
5.1,7.928,45.9,40.5,1.007
5.1,9.649,44.0,40.0,1.004
5.1,11.755,50.0,35.0,1.004
5.1,7.301,41.7,45.8,1.0
5.3,8.776,46.5,34.9,1.029
6.8,7.173,39.5,46.5,0.995
5.1,8.157,40.7,40.7,1.023
5.1,7.8,36.1,47.2,1.007
5.1,9.335,50.0,32.4,1.007
5.1,7.873,43.2,40.9,1.005
5.1,7.358,34.9,46.5,1.01
5.1,7.664,47.3,41.8,0.996
5.1,8.209,42.0,40.0,1.021
5.1,8.209,42.0,40.0,1.021
5.1,11.225,34.4,43.8,1.01
5.2,7.226,43.2,45.9,0.995
5.1,7.352,47.4,44.7,0.995
5.1,13.43,42.9,21.4,1.06
5.1,8.153,46.7,42.2,1.003
5.1,8.958,51.3,33.3,1.025
5.1,9.149,37.9,37.9,1.031
5.1,8.009,41.0,41.0,1.018
6.0,9.924,50.0,31.3,1.023
5.1,8.035,41.8,43.6,1.012
5.1,7.799,44.2,44.2,0.998
5.4,8.327,39.5,42.1,1.012
5.1,6.896,41.4,48.6,0.99
5.6,7.986,48.8,39.5,1.003
5.9,7.996,41.5,43.9,1.0
5.1,7.684,45.0,42.5,1.004
5.1,8.114,43.8,39.6,1.014
5.1,9.082,42.5,40.0,1.014
6.9,8.382,43.1,39.2,1.026
5.1,7.13,36.0,48.0,1.004
5.1,9.138,42.9,40.0,1.01
5.1,7.581,45.7,42.9,0.998
5.1,7.387,46.7,44.4,0.996
5.1,8.435,42.6,38.3,1.024
5.1,10.169,45.5,29.5,1.051
5.1,14.552,42.9,28.6,1.039
5.1,8.918,51.3,35.9,1.007
5.1,9.306,45.5,34.1,1.03
5.1,8.489,50.0,35.4,1.01
5.1,8.03,47.9,39.6,1.007
5.1,7.376,48.8,43.9,0.99
5.1,7.135,47.9,45.8,0.987
5.1,8.2,45.2,38.1,1.008
5.1,7.734,48.3,41.4,0.998
5.1,9.926,47.2,27.8,1.053
5.2,9.687,41.2,32.4,1.036
5.9,8.218,47.9,37.5,1.005
5.1,7.454,41.7,44.4,1.001
5.1,7.945,33.3,46.7,1.008
5.1,8.288,44.7,40.4,1.002
5.9,8.822,45.9,37.8,1.015
5.1,9.342,46.7,31.1,1.038
5.1,7.831,41.1,42.9,1.014
5.1,7.809,40.0,43.3,1.017
5.3,8.584,42.6,38.9,1.018
5.1,9.528,51.6,32.3,1.014
5.1,7.876,50.0,40.0,0.998
5.1,10.033,48.8,30.2,1.045
5.1,8.337,48.3,37.9,1.017
5.1,8.222,46.8,38.3,1.012
5.1,8.451,40.9,40.9,1.015
5.1,9.973,40.9,31.8,1.055
5.1,7.558,43.8,45.3,0.992
5.1,12.287,31.3,37.5,1.044
5.1,7.937,42.6,42.6,1.002
5.1,8.009,41.5,41.5,1.017
5.1,13.485,48.0,32.0,1.014
6.4,7.943,48.3,40.0,1.004
5.1,14.836,47.8,21.7,1.044
5.1,8.605,40.4,38.6,1.038
5.1,8.519,44.1,39.0,1.014
5.1,8.172,48.6,37.8,1.004
5.1,7.352,44.7,44.7,0.995
5.1,8.471,45.3,39.6,1.013
5.1,8.32,44.8,37.9,1.017
5.1,7.41,43.2,46.9,0.998
5.1,7.447,46.9,43.8,0.995
6.2,7.316,44.9,44.9,0.994
5.1,6.661,37.2,51.2,0.993
5.1,12.112,48.5,27.3,1.04
5.8,9.665,42.3,34.6,1.039
5.1,9.221,47.6,38.1,1.014
5.1,6.867,35.7,50.0,1.0
5.1,8.45,48.0,36.0,1.011
5.1,8.356,42.4,42.4,1.008
5.7,8.593,47.9,35.4,1.016
5.1,8.08,42.9,40.5,1.019
5.1,9.803,44.1,29.4,1.056
5.1,8.01,42.4,42.4,1.006
5.1,7.413,46.2,44.2,0.996
5.2,9.779,42.6,36.2,1.022
5.1,8.643,44.9,38.8,1.014
5.1,7.809,42.5,42.5,1.011
5.1,8.2,50.0,38.1,1.009
5.1,9.108,43.9,36.6,1.032
5.1,8.905,35.7,39.3,1.02
5.1,9.755,41.0,30.8,1.034
5.1,7.435,41.1,46.6,0.996
5.1,8.327,51.2,36.6,1.006
5.1,7.825,44.7,42.1,1.009
5.1,7.578,45.5,43.2,1.001
5.3,8.64,40.0,40.0,1.016
5.1,7.787,46.7,42.2,1.007
5.1,10.132,50.0,33.3,1.014
5.1,7.803,44.8,41.4,1.004
5.1,6.756,37.3,50.7,0.996
5.1,7.544,42.2,46.7,0.992
5.1,7.827,42.4,42.4,1.015
5.1,8.169,45.5,38.6,1.011
5.1,8.0,41.7,43.3,1.009
5.1,7.168,38.6,47.7,1.005
5.5,7.659,45.6,42.1,0.998
5.8,11.463,45.7,25.7,1.067
5.5,7.491,42.6,44.4,1.004
5.1,6.975,41.4,48.3,0.994
5.1,7.028,37.5,48.2,0.998
6.2,8.421,41.0,41.0,1.011
5.1,8.107,46.3,39.0,1.009
6.3,7.996,41.5,43.9,1.0
5.1,7.799,42.1,42.1,1.01
5.1,9.732,48.3,31.0,1.063
5.1,10.683,46.2,30.8,1.026
5.1,9.07,47.8,34.3,1.021
5.1,10.947,51.5,30.3,1.02
5.1,8.852,49.0,33.3,1.022
5.1,8.168,47.7,38.6,1.011
5.1,7.57,43.9,43.9,1.006
5.1,7.068,45.1,47.1,0.992
5.1,7.664,40.0,43.6,1.009
5.1,8.714,45.9,37.8,1.006
5.1,11.345,42.9,25.0,1.084
5.1,7.866,35.7,42.9,1.021
5.1,8.302,41.5,39.0,1.025
5.1,8.705,35.3,43.1,1.03
5.1,8.356,36.5,42.3,1.027
5.1,8.382,44.2,37.2,1.016
5.1,9.637,44.2,30.2,1.052
5.1,7.771,45.7,41.3,1.0
5.1,7.926,40.3,41.7,1.016
5.1,8.162,45.7,39.1,1.012
6.7,7.899,44.4,40.7,1.006
6.5,8.105,50.0,38.1,1.001
5.1,9.011,47.6,35.7,1.015
5.1,7.266,37.2,46.5,1.003
6.0,8.483,44.7,36.8,1.021
6.3,8.659,45.0,35.0,1.02
5.1,7.641,35.8,47.2,1.008
5.1,9.508,35.7,42.9,1.028
5.1,7.676,41.7,43.8,1.011
5.1,8.572,45.8,35.4,1.016
5.1,8.21,48.6,37.1,1.001
5.1,9.174,44.2,34.9,1.022
5.022,7.581,46.4,42.9,0.998
5.1,9.855,45.7,37.0,1.017
5.1,8.888,45.7,37.0,1.02
5.1,7.035,40.0,47.5,0.992
5.1,8.773,52.6,34.2,1.017
5.1,9.329,50.0,33.3,1.022
5.1,8.254,48.9,37.8,1.011
5.1,8.136,44.4,39.7,1.015
5.1,7.991,48.0,42.0,0.993
5.1,8.071,44.0,42.0,1.0
5.1,8.928,37.2,41.9,1.025
5.1,8.155,36.4,43.6,1.023
5.1,9.308,48.6,34.3,1.02
5.1,7.688,41.9,45.2,1.001
5.1,7.309,35.1,49.1,1.001
5.1,8.322,46.7,40.0,1.0
5.1,9.403,47.6,35.7,1.01
6.5,8.659,45.0,35.0,1.02
5.1,8.135,43.8,39.6,1.013
5.1,7.76,43.8,41.7,1.003
5.1,9.189,42.0,34.0,1.046
5.1,8.191,38.6,40.9,1.026
5.1,8.372,43.8,41.7,1.019
6.3,8.086,39.7,43.1,1.013
5.1,9.024,50.0,36.7,1.009
5.1,10.469,44.4,29.6,1.058
5.8,8.255,38.6,40.4,1.03
5.1,9.708,46.5,32.6,1.041
5.1,10.023,41.9,34.9,1.019
5.1,8.011,39.1,43.5,1.004
5.1,9.105,47.4,35.1,1.026
5.1,7.04,41.5,47.7,0.995
5.0,8.457,41.4,37.9,1.028
5.1,7.509,41.7,45.0,1.008
5.1,8.245,47.1,38.2,1.01
5.6,14.104,48.4,25.8,1.035
5.1,7.973,43.6,40.0,1.006
5.1,7.491,36.6,48.8,1.001
5.1,8.714,45.9,37.8,1.006
5.1,7.42,42.9,44.6,1.0
5.1,6.817,36.5,50.0,0.996
6.5,8.48,50.0,35.3,1.008
5.1,8.098,47.1,38.2,1.001
6.9,7.815,44.4,41.7,1.007
5.1,7.567,42.3,44.2,1.009
5.1,8.805,43.9,39.4,1.019
5.1,9.259,47.2,30.6,1.032
5.1,7.973,45.5,40.0,1.006
5.1,13.557,50.0,20.0,1.051
6.1,8.294,45.3,39.6,1.0
5.1,8.81,56.0,32.0,1.007
5.1,8.126,40.0,43.6,1.017
5.1,7.26,42.6,45.6,0.995
5.1,7.683,41.3,43.5,1.009
